Hora	Eólica	Nuclear	Fuel/gas	Carbón	Ciclo combinado	Hidráulica	Intercambios int	Enlace balear	Solar fotovoltaica	Solar térmica	Térmica renovable	Cogeneración y residuos
2024-05-24 20:05	2346	4047	0	249	4436	5285	422	-255	6411	1609	517	1947
2024-05-24 20:10	2364	4046	0	249	4287	5360	1148	-255	5816	1558	517	1909
2024-05-24 20:15	2336	4046	0	247	4195	5763	1425	-255	5290	1508	517	1945
2024-05-24 20:20	2348	4046	0	250	4271	6066	1317	-256	5098	1455	517	1954
2024-05-24 20:25	2466	4047	0	249	4403	6478	1348	-255	4498	1401	517	1955
2024-05-24 20:30	2463	4048	0	249	4473	6929	1386	-255	3924	1339	517	1912
2024-05-24 20:35	2448	4045	0	249	4552	7736	1531	-256	3388	1286	517	1955
2024-05-24 20:40	2409	4045	0	249	4699	8148	1438	-255	2884	1219	517	1941
2024-05-24 20:45	2397	4049	0	250	4739	8522	1673	-255	2402	1186	517	1943
2024-05-24 20:50	2340	4045	0	249	4924	8979	1784	-255	1975	1148	517	1946
2024-05-24 20:55	2316	4043	0	244	4986	9410	1545	-256	1571	1107	517	1953
2024-05-24 21:00	2298	4047	0	249	4904	9420	2132	-231	1236	1055	517	1947
2024-05-24 21:05	2263	4048	0	248	4626	8639	3599	-205	924	1009	525	1958
2024-05-24 21:10	2211	4050	0	248	4343	9102	3701	-188	685	963	525	1919
2024-05-24 21:15	2265	4046	0	250	4228	9381	3927	-187	522	912	525	1917
2024-05-24 21:20	2287	4051	0	247	4338	9657	3906	-187	393	898	525	1953
2024-05-24 21:25	2319	4047	0	247	4331	9774	3916	-187	303	865	525	1967
2024-05-24 21:30	2318	4047	0	247	4364	9957	3785	-187	246	845	525	1930
2024-05-24 21:35	2319	4048	0	247	4309	10101	3769	-187	210	822	525	1974
2024-05-24 21:40	2371	4048	0	248	4328	10182	3621	-187	190	802	525	1984
2024-05-24 21:45	2380	4049	0	248	4268	10256	3650	-187	177	773	525	1988
2024-05-24 21:50	2381	4043	0	248	4216	10436	3547	-187	175	758	525	1989
2024-05-24 21:55	2350	4051	0	248	4180	10512	3568	-187	175	730	525	1950
2024-05-24 22:00	2348	4049	0	248	4169	10605	3395	-182	175	723	525	1990
2024-05-24 22:05	2302	4047	0	248	4313	10714	3076	-177	174	721	527	1984
2024-05-24 22:10	2278	4050	0	248	4250	10674	2848	-172	174	714	527	1984
2024-05-24 22:15	2244	4048	0	248	4191	10597	3014	-167	174	715	527	1955
2024-05-24 22:20	2267	4053	0	249	4139	10658	2822	-162	173	716	527	1978
2024-05-24 22:25	2265	4051	0	249	4098	10516	2901	-156	173	714	527	1991
2024-05-24 22:30	2273	4049	0	252	4045	10304	2945	-152	173	715	527	1994
2024-05-24 22:35	2248	4048	0	248	3912	10162	2946	-147	173	712	527	1984
2024-05-24 22:40	2246	4050	0	248	3868	10024	2865	-142	173	714	527	1986
