Hora	Eólica	Nuclear	Fuel/gas	Carbón	Ciclo combinado	Hidráulica	Intercambios int	Enlace balear	Solar fotovoltaica	Solar térmica	Térmica renovable	Cogeneración y residuos
2024-10-10 02:10	11638	6060	0	458	1556	2420	-1468	-128	68	11	386	1153
2024-10-10 02:15	11678	6058	0	458	1553	2397	-1545	-128	67	10	386	1118
2024-10-10 02:20	11582	6055	0	458	1571	2345	-1553	-128	68	11	386	1160
2024-10-10 02:25	11473	6056	0	458	1571	2316	-1440	-128	68	11	386	1152
2024-10-10 02:30	11464	6065	0	458	1616	2317	-1554	-128	67	11	386	1149
2024-10-10 02:35	11429	6060	0	458	1638	2242	-1473	-128	67	11	386	1121
2024-10-10 02:40	11339	6062	0	458	1559	2227	-1513	-128	67	10	386	1155
2024-10-10 02:45	11321	6064	0	458	1548	2253	-1575	-128	67	11	386	1152
2024-10-10 02:50	11341	6062	0	458	1637	2347	-1490	-128	67	10	386	1152
2024-10-10 02:55	11262	6069	0	458	1644	2334	-1444	-128	67	10	386	1146
2024-10-10 03:00	11220	6067	0	461	1505	2156	-1284	-128	68	10	386	1116
